N_awal,P_awal,K_awal,N_target,P_target,K_target,Kekurangan_N,Kekurangan_P,Kekurangan_K,Dosis_Pupuk_Gram
21.9,6.3,0.0,30,40,100,8.1,33.7,100.0,5.0
29.4,82.9,208.5,30,40,100,0.6,0.0,0.0,0.1
40.6,44.2,90.9,30,40,100,0.0,0.0,9.1,0.5
46.2,36.6,151.9,30,40,100,0.0,3.4,0.0,0.4
0.0,43.6,49.4,30,40,100,30.0,0.0,50.6,5.0
0.0,0.0,0.0,30,40,100,30.0,40.0,100.0,5.0
62.3,15.2,0.0,30,40,100,0.0,24.8,100.0,5.0
35.4,36.6,0.3,30,40,100,0.0,3.4,99.7,5.0
4.6,28.6,101.5,30,40,100,25.4,11.4,0.0,4.2
70.1,87.7,115.4,30,40,100,0.0,0.0,0.0,0.0
29.2,45.2,122.1,30,40,100,0.8,0.0,0.0,0.1
59.5,70.9,0.0,30,40,100,0.0,0.0,100.0,5.0
27.9,36.8,73.5,30,40,100,2.1,3.2,26.5,1.3
84.6,79.0,0.0,30,40,100,0.0,0.0,100.0,5.0
75.9,52.4,105.9,30,40,100,0.0,0.0,0.0,0.0
18.9,37.0,112.1,30,40,100,11.1,3.0,0.0,1.9
53.6,35.9,0.0,30,40,100,0.0,4.1,100.0,5.0
44.3,0.0,151.6,30,40,100,0.0,40.0,0.0,5.0
64.9,56.8,262.1,30,40,100,0.0,0.0,0.0,0.0
0.0,34.8,140.8,30,40,100,30.0,5.2,0.0,5.0
45.5,16.2,60.4,30,40,100,0.0,23.8,39.6,3.0
56.1,81.0,48.0,30,40,100,0.0,0.0,52.0,2.6
0.0,0.0,56.6,30,40,100,30.0,40.0,43.4,5.0
0.0,19.4,12.1,30,40,100,30.0,20.6,87.9,5.0
0.0,77.8,93.9,30,40,100,30.0,0.0,6.1,5.0
18.3,49.1,0.0,30,40,100,11.7,0.0,100.0,5.0
46.4,34.5,0.0,30,40,100,0.0,5.5,100.0,5.0
68.7,46.5,91.2,30,40,100,0.0,0.0,8.8,0.4
28.1,43.7,75.2,30,40,100,1.9,0.0,24.8,1.2
72.3,0.0,27.4,30,40,100,0.0,40.0,72.6,5.0
0.0,22.4,0.0,30,40,100,30.0,17.6,100.0,5.0
0.0,101.5,96.9,30,40,100,30.0,0.0,3.1,5.0
24.4,9.9,0.0,30,40,100,5.6,30.1,100.0,5.0
36.9,23.6,62.3,30,40,100,0.0,16.4,37.7,2.0
25.0,14.6,215.8,30,40,100,5.0,25.4,0.0,3.2
0.0,32.9,126.0,30,40,100,30.0,7.1,0.0,5.0
23.4,13.0,0.0,30,40,100,6.6,27.0,100.0,5.0
0.0,56.0,0.0,30,40,100,30.0,0.0,100.0,5.0
45.0,44.4,85.7,30,40,100,0.0,0.0,14.3,0.7
36.4,67.6,0.0,30,40,100,0.0,0.0,100.0,5.0
0.0,0.0,0.0,30,40,100,30.0,40.0,100.0,5.0
11.3,22.8,116.4,30,40,100,18.7,17.2,0.0,3.1
0.0,27.4,99.4,30,40,100,30.0,12.6,0.6,5.0
24.2,54.8,109.8,30,40,100,5.8,0.0,0.0,1.0
53.2,4.5,94.7,30,40,100,0.0,35.5,5.3,4.4
0.0,73.3,68.2,30,40,100,30.0,0.0,31.8,5.0
40.3,84.2,20.1,30,40,100,0.0,0.0,79.9,4.0
10.9,0.0,115.1,30,40,100,19.1,40.0,0.0,5.0
3.4,16.7,196.9,30,40,100,26.6,23.3,0.0,4.4
22.9,15.0,33.1,30,40,100,7.1,25.0,66.9,3.3
0.0,142.4,0.0,30,40,100,30.0,0.0,100.0,5.0
10.2,19.1,0.0,30,40,100,19.8,20.9,100.0,5.0
0.0,104.0,3.6,30,40,100,30.0,0.0,96.4,5.0
81.9,0.0,89.8,30,40,100,0.0,40.0,10.2,5.0
27.0,0.0,0.0,30,40,100,3.0,40.0,100.0,5.0
6.0,8.8,108.9,30,40,100,24.0,31.2,0.0,4.0
32.0,2.4,125.4,30,40,100,0.0,37.6,0.0,4.7
22.8,25.7,0.0,30,40,100,7.2,14.3,100.0,5.0
19.7,7.9,0.0,30,40,100,10.3,32.1,100.0,5.0
43.4,3.5,79.9,30,40,100,0.0,36.5,20.1,4.6
47.5,83.1,61.9,30,40,100,0.0,0.0,38.1,1.9
10.8,85.7,115.4,30,40,100,19.2,0.0,0.0,3.2
9.6,74.7,62.1,30,40,100,20.4,0.0,37.9,3.4
18.1,57.5,175.5,30,40,100,11.9,0.0,0.0,2.0
0.0,40.2,47.6,30,40,100,30.0,0.0,52.4,5.0
0.0,16.4,0.0,30,40,100,30.0,23.6,100.0,5.0
64.9,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
72.8,51.1,132.8,30,40,100,0.0,0.0,0.0,0.0
18.9,0.0,75.9,30,40,100,11.1,40.0,24.1,5.0
42.4,0.0,124.6,30,40,100,0.0,40.0,0.0,5.0
34.8,82.8,122.9,30,40,100,0.0,0.0,0.0,0.0
113.6,112.9,0.0,30,40,100,0.0,0.0,100.0,5.0
57.8,52.3,0.0,30,40,100,0.0,0.0,100.0,5.0
22.3,81.0,0.0,30,40,100,7.7,0.0,100.0,5.0
0.0,26.6,7.7,30,40,100,30.0,13.4,92.3,5.0
0.0,0.0,39.6,30,40,100,30.0,40.0,60.4,5.0
31.7,61.1,154.1,30,40,100,0.0,0.0,0.0,0.0
4.4,59.4,170.1,30,40,100,25.6,0.0,0.0,4.3
0.0,39.3,49.9,30,40,100,30.0,0.7,50.1,5.0
7.5,26.7,53.2,30,40,100,22.5,13.3,46.8,3.8
0.0,75.2,16.6,30,40,100,30.0,0.0,83.4,5.0
74.0,0.0,80.7,30,40,100,0.0,40.0,19.3,5.0
51.1,5.3,89.8,30,40,100,0.0,34.7,10.2,4.3
25.7,0.0,138.5,30,40,100,4.3,40.0,0.0,5.0
68.1,39.9,137.9,30,40,100,0.0,0.1,0.0,0.0
28.2,0.0,0.0,30,40,100,1.8,40.0,100.0,5.0
1.4,8.9,61.2,30,40,100,28.6,31.1,38.8,4.8
69.3,8.0,185.1,30,40,100,0.0,32.0,0.0,4.0
41.3,26.0,38.2,30,40,100,0.0,14.0,61.8,3.1
0.0,0.0,165.4,30,40,100,30.0,40.0,0.0,5.0
20.5,40.0,48.8,30,40,100,9.5,0.0,51.2,2.6
1.0,86.6,87.6,30,40,100,29.0,0.0,12.4,4.8
0.0,41.9,0.0,30,40,100,30.0,0.0,100.0,5.0
52.3,98.5,0.0,30,40,100,0.0,0.0,100.0,5.0
80.3,90.1,132.0,30,40,100,0.0,0.0,0.0,0.0
0.0,67.7,144.6,30,40,100,30.0,0.0,0.0,5.0
42.0,39.5,75.6,30,40,100,0.0,0.5,24.4,1.2
7.4,37.4,0.0,30,40,100,22.6,2.6,100.0,5.0
12.1,67.2,77.0,30,40,100,17.9,0.0,23.0,3.0
9.1,20.7,174.9,30,40,100,20.9,19.3,0.0,3.5
1.3,0.0,214.0,30,40,100,28.7,40.0,0.0,5.0
27.3,56.2,48.0,30,40,100,2.7,0.0,52.0,2.6
2.3,0.0,0.0,30,40,100,27.7,40.0,100.0,5.0
33.7,0.0,141.3,30,40,100,0.0,40.0,0.0,5.0
24.5,36.5,51.2,30,40,100,5.5,3.5,48.8,2.4
19.1,32.6,149.5,30,40,100,10.9,7.4,0.0,1.8
0.1,0.0,96.2,30,40,100,29.9,40.0,3.8,5.0
9.5,43.1,2.3,30,40,100,20.5,0.0,97.7,4.9
47.5,75.3,78.2,30,40,100,0.0,0.0,21.8,1.1
40.2,0.0,179.0,30,40,100,0.0,40.0,0.0,5.0
0.0,87.7,61.5,30,40,100,30.0,0.0,38.5,5.0
28.8,0.0,0.0,30,40,100,1.2,40.0,100.0,5.0
47.3,121.7,0.0,30,40,100,0.0,0.0,100.0,5.0
0.0,19.9,11.2,30,40,100,30.0,20.1,88.8,5.0
41.4,42.3,40.4,30,40,100,0.0,0.0,59.6,3.0
7.1,0.0,139.6,30,40,100,22.9,40.0,0.0,5.0
42.2,33.9,0.0,30,40,100,0.0,6.1,100.0,5.0
4.2,45.6,198.8,30,40,100,25.8,0.0,0.0,4.3
0.0,33.0,0.0,30,40,100,30.0,7.0,100.0,5.0
0.0,13.8,261.5,30,40,100,30.0,26.2,0.0,5.0
27.3,0.0,212.6,30,40,100,2.7,40.0,0.0,5.0
33.3,81.9,84.9,30,40,100,0.0,0.0,15.1,0.8
0.2,37.7,0.0,30,40,100,29.8,2.3,100.0,5.0
44.1,98.5,69.0,30,40,100,0.0,0.0,31.0,1.6
0.0,15.3,42.3,30,40,100,30.0,24.7,57.7,5.0
24.1,18.9,0.0,30,40,100,5.9,21.1,100.0,5.0
0.0,69.3,97.0,30,40,100,30.0,0.0,3.0,5.0
7.4,0.0,7.1,30,40,100,22.6,40.0,92.9,5.0
27.3,0.0,15.8,30,40,100,2.7,40.0,84.2,5.0
1.4,80.6,57.1,30,40,100,28.6,0.0,42.9,4.8
15.0,0.0,27.1,30,40,100,15.0,40.0,72.9,5.0
54.6,0.0,241.1,30,40,100,0.0,40.0,0.0,5.0
9.5,111.6,30.3,30,40,100,20.5,0.0,69.7,3.5
49.8,0.0,109.1,30,40,100,0.0,40.0,0.0,5.0
0.0,43.9,85.2,30,40,100,30.0,0.0,14.8,5.0
41.0,39.2,101.9,30,40,100,0.0,0.8,0.0,0.1
67.0,0.0,108.1,30,40,100,0.0,40.0,0.0,5.0
0.0,25.7,144.6,30,40,100,30.0,14.3,0.0,5.0
3.3,54.5,95.0,30,40,100,26.7,0.0,5.0,4.4
42.4,50.7,91.6,30,40,100,0.0,0.0,8.4,0.4
20.2,72.8,78.2,30,40,100,9.8,0.0,21.8,1.6
36.5,20.9,62.3,30,40,100,0.0,19.1,37.7,2.4
8.8,65.1,0.0,30,40,100,21.2,0.0,100.0,5.0
28.4,8.7,68.6,30,40,100,1.6,31.3,31.4,3.9
21.5,0.0,93.0,30,40,100,8.5,40.0,7.0,5.0
59.2,0.0,105.9,30,40,100,0.0,40.0,0.0,5.0
33.2,0.0,88.0,30,40,100,0.0,40.0,12.0,5.0
35.6,77.1,54.7,30,40,100,0.0,0.0,45.3,2.3
14.2,0.0,68.9,30,40,100,15.8,40.0,31.1,5.0
12.1,47.5,28.8,30,40,100,17.9,0.0,71.2,3.6
13.6,25.7,98.8,30,40,100,16.4,14.3,1.2,2.7
37.2,32.3,55.7,30,40,100,0.0,7.7,44.3,2.2
14.0,91.3,88.1,30,40,100,16.0,0.0,11.9,2.7
34.2,18.8,154.2,30,40,100,0.0,21.2,0.0,2.7
85.1,61.1,16.3,30,40,100,0.0,0.0,83.7,4.2
50.8,38.0,121.6,30,40,100,0.0,2.0,0.0,0.2
16.7,30.3,76.2,30,40,100,13.3,9.7,23.8,2.2
60.2,129.0,236.5,30,40,100,0.0,0.0,0.0,0.0
14.3,0.0,56.1,30,40,100,15.7,40.0,43.9,5.0
0.0,88.3,129.6,30,40,100,30.0,0.0,0.0,5.0
0.0,62.9,74.7,30,40,100,30.0,0.0,25.3,5.0
0.0,17.1,0.0,30,40,100,30.0,22.9,100.0,5.0
15.9,102.0,31.5,30,40,100,14.1,0.0,68.5,3.4
26.5,0.0,144.5,30,40,100,3.5,40.0,0.0,5.0
73.7,15.4,38.6,30,40,100,0.0,24.6,61.4,3.1
35.3,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
19.7,53.0,71.0,30,40,100,10.3,0.0,29.0,1.7
49.6,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
0.0,53.9,84.1,30,40,100,30.0,0.0,15.9,5.0
32.7,28.9,198.6,30,40,100,0.0,11.1,0.0,1.4
47.9,17.2,135.5,30,40,100,0.0,22.8,0.0,2.9
0.0,52.1,197.4,30,40,100,30.0,0.0,0.0,5.0
58.5,25.6,28.2,30,40,100,0.0,14.4,71.8,3.6
35.6,0.0,61.9,30,40,100,0.0,40.0,38.1,5.0
14.1,149.2,0.0,30,40,100,15.9,0.0,100.0,5.0
44.0,16.8,18.3,30,40,100,0.0,23.2,81.7,4.1
90.6,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
31.1,2.6,0.0,30,40,100,0.0,37.4,100.0,5.0
33.0,0.0,183.6,30,40,100,0.0,40.0,0.0,5.0
12.9,69.7,0.0,30,40,100,17.1,0.0,100.0,5.0
1.7,49.4,184.0,30,40,100,28.3,0.0,0.0,4.7
49.6,52.5,174.0,30,40,100,0.0,0.0,0.0,0.0
1.6,21.6,113.8,30,40,100,28.4,18.4,0.0,4.7
28.0,25.2,0.0,30,40,100,2.0,14.8,100.0,5.0
12.3,21.5,0.0,30,40,100,17.7,18.5,100.0,5.0
39.6,33.2,29.3,30,40,100,0.0,6.8,70.7,3.5
35.5,70.1,123.9,30,40,100,0.0,0.0,0.0,0.0
55.5,50.0,73.7,30,40,100,0.0,0.0,26.3,1.3
11.4,56.6,0.0,30,40,100,18.6,0.0,100.0,5.0
18.3,56.6,166.1,30,40,100,11.7,0.0,0.0,1.9
0.0,72.0,209.3,30,40,100,30.0,0.0,0.0,5.0
13.3,48.0,55.2,30,40,100,16.7,0.0,44.8,2.8
36.7,50.9,82.3,30,40,100,0.0,0.0,17.7,0.9
47.5,84.3,0.0,30,40,100,0.0,0.0,100.0,5.0
0.0,9.7,40.1,30,40,100,30.0,30.3,59.9,5.0
50.7,2.0,114.7,30,40,100,0.0,38.0,0.0,4.8
64.6,0.0,102.1,30,40,100,0.0,40.0,0.0,5.0
37.7,43.8,32.6,30,40,100,0.0,0.0,67.4,3.4
79.4,0.0,51.4,30,40,100,0.0,40.0,48.6,5.0
3.9,55.0,37.4,30,40,100,26.1,0.0,62.6,4.4
0.0,32.1,51.0,30,40,100,30.0,7.9,49.0,5.0
0.0,82.1,107.6,30,40,100,30.0,0.0,0.0,5.0
68.6,9.4,0.0,30,40,100,0.0,30.6,100.0,5.0
44.6,28.3,67.5,30,40,100,0.0,11.7,32.5,1.6
24.4,81.6,101.7,30,40,100,5.6,0.0,0.0,0.9
33.9,92.1,27.5,30,40,100,0.0,0.0,72.5,3.6
0.0,9.1,34.8,30,40,100,30.0,30.9,65.2,5.0
95.6,43.8,37.2,30,40,100,0.0,0.0,62.8,3.1
29.6,48.3,34.9,30,40,100,0.4,0.0,65.1,3.3
29.1,51.5,74.0,30,40,100,0.9,0.0,26.0,1.3
46.6,25.9,83.9,30,40,100,0.0,14.1,16.1,1.8
39.6,88.0,0.0,30,40,100,0.0,0.0,100.0,5.0
32.3,0.0,126.1,30,40,100,0.0,40.0,0.0,5.0
3.4,19.5,50.1,30,40,100,26.6,20.5,49.9,4.4
39.4,54.5,229.4,30,40,100,0.0,0.0,0.0,0.0
79.5,54.8,0.0,30,40,100,0.0,0.0,100.0,5.0
64.3,90.9,3.6,30,40,100,0.0,0.0,96.4,4.8
71.3,84.7,57.1,30,40,100,0.0,0.0,42.9,2.1
11.4,25.0,106.8,30,40,100,18.6,15.0,0.0,3.1
0.0,88.8,0.0,30,40,100,30.0,0.0,100.0,5.0
22.4,7.7,6.6,30,40,100,7.6,32.3,93.4,4.7
27.5,73.9,121.2,30,40,100,2.5,0.0,0.0,0.4
57.1,109.3,0.0,30,40,100,0.0,0.0,100.0,5.0
0.0,85.3,184.0,30,40,100,30.0,0.0,0.0,5.0
69.5,40.7,36.9,30,40,100,0.0,0.0,63.1,3.2
21.5,23.1,1.0,30,40,100,8.5,16.9,99.0,5.0
13.8,0.0,122.7,30,40,100,16.2,40.0,0.0,5.0
0.0,48.9,203.1,30,40,100,30.0,0.0,0.0,5.0
0.0,0.0,107.1,30,40,100,30.0,40.0,0.0,5.0
49.4,4.5,175.1,30,40,100,0.0,35.5,0.0,4.4
28.0,0.0,208.7,30,40,100,2.0,40.0,0.0,5.0
0.0,17.9,0.0,30,40,100,30.0,22.1,100.0,5.0
0.0,35.3,149.2,30,40,100,30.0,4.7,0.0,5.0
16.4,47.5,0.0,30,40,100,13.6,0.0,100.0,5.0
73.5,12.3,107.8,30,40,100,0.0,27.7,0.0,3.5
18.6,79.5,67.7,30,40,100,11.4,0.0,32.3,1.9
0.0,28.1,173.7,30,40,100,30.0,11.9,0.0,5.0
19.0,4.7,168.0,30,40,100,11.0,35.3,0.0,4.4
18.2,45.6,119.4,30,40,100,11.8,0.0,0.0,2.0
0.0,115.5,97.6,30,40,100,30.0,0.0,2.4,5.0
24.4,49.9,114.5,30,40,100,5.6,0.0,0.0,0.9
19.4,21.8,78.5,30,40,100,10.6,18.2,21.5,2.3
45.8,0.0,68.6,30,40,100,0.0,40.0,31.4,5.0
78.6,27.6,189.8,30,40,100,0.0,12.4,0.0,1.5
58.0,45.9,199.5,30,40,100,0.0,0.0,0.0,0.0
18.3,20.8,62.1,30,40,100,11.7,19.2,37.9,2.4
0.0,0.0,92.7,30,40,100,30.0,40.0,7.3,5.0
99.2,2.2,80.1,30,40,100,0.0,37.8,19.9,4.7
27.6,95.0,0.0,30,40,100,2.4,0.0,100.0,5.0
26.3,94.2,46.4,30,40,100,3.7,0.0,53.6,2.7
25.3,0.8,202.5,30,40,100,4.7,39.2,0.0,4.9
31.6,63.5,13.0,30,40,100,0.0,0.0,87.0,4.4
21.8,0.0,244.0,30,40,100,8.2,40.0,0.0,5.0
9.6,93.0,168.0,30,40,100,20.4,0.0,0.0,3.4
10.4,46.3,105.9,30,40,100,19.6,0.0,0.0,3.3
25.0,74.7,118.7,30,40,100,5.0,0.0,0.0,0.8
10.5,0.0,0.0,30,40,100,19.5,40.0,100.0,5.0
5.7,63.7,52.1,30,40,100,24.3,0.0,47.9,4.1
29.0,36.1,189.7,30,40,100,1.0,3.9,0.0,0.5
18.7,70.7,23.9,30,40,100,11.3,0.0,76.1,3.8
68.8,73.3,159.1,30,40,100,0.0,0.0,0.0,0.0
0.0,39.1,0.0,30,40,100,30.0,0.9,100.0,5.0
57.0,12.3,0.0,30,40,100,0.0,27.7,100.0,5.0
61.4,67.8,226.8,30,40,100,0.0,0.0,0.0,0.0
0.0,34.0,72.5,30,40,100,30.0,6.0,27.5,5.0
16.2,1.3,30.1,30,40,100,13.8,38.7,69.9,4.8
15.4,0.0,183.4,30,40,100,14.6,40.0,0.0,5.0
0.0,0.0,174.0,30,40,100,30.0,40.0,0.0,5.0
3.8,15.9,147.7,30,40,100,26.2,24.1,0.0,4.4
0.0,80.8,27.5,30,40,100,30.0,0.0,72.5,5.0
75.9,43.6,50.4,30,40,100,0.0,0.0,49.6,2.5
52.6,15.1,98.6,30,40,100,0.0,24.9,1.4,3.1
62.2,68.8,129.5,30,40,100,0.0,0.0,0.0,0.0
46.5,2.9,32.5,30,40,100,0.0,37.1,67.5,4.6
0.0,40.3,87.3,30,40,100,30.0,0.0,12.7,5.0
11.0,29.2,95.1,30,40,100,19.0,10.8,4.9,3.2
39.9,67.8,177.3,30,40,100,0.0,0.0,0.0,0.0
0.0,0.0,134.3,30,40,100,30.0,40.0,0.0,5.0
46.3,2.2,0.0,30,40,100,0.0,37.8,100.0,5.0
19.1,0.0,56.3,30,40,100,10.9,40.0,43.7,5.0
15.3,26.0,0.0,30,40,100,14.7,14.0,100.0,5.0
46.2,85.2,119.3,30,40,100,0.0,0.0,0.0,0.0
38.6,16.1,147.9,30,40,100,0.0,23.9,0.0,3.0
15.7,15.9,81.7,30,40,100,14.3,24.1,18.3,3.0
59.0,71.5,51.9,30,40,100,0.0,0.0,48.1,2.4
0.0,79.5,79.1,30,40,100,30.0,0.0,20.9,5.0
43.5,32.9,90.3,30,40,100,0.0,7.1,9.7,0.9
42.8,64.0,21.9,30,40,100,0.0,0.0,78.1,3.9
17.1,0.0,0.0,30,40,100,12.9,40.0,100.0,5.0
35.2,91.9,0.0,30,40,100,0.0,0.0,100.0,5.0
0.0,122.9,175.7,30,40,100,30.0,0.0,0.0,5.0
52.3,57.4,113.5,30,40,100,0.0,0.0,0.0,0.0
20.7,0.0,102.7,30,40,100,9.3,40.0,0.0,5.0
11.1,14.0,175.5,30,40,100,18.9,26.0,0.0,3.2
55.8,61.1,0.0,30,40,100,0.0,0.0,100.0,5.0
5.9,19.5,0.0,30,40,100,24.1,20.5,100.0,5.0
0.0,87.6,104.5,30,40,100,30.0,0.0,0.0,5.0
0.0,60.1,97.1,30,40,100,30.0,0.0,2.9,5.0
43.2,8.0,0.0,30,40,100,0.0,32.0,100.0,5.0
0.0,37.7,102.5,30,40,100,30.0,2.3,0.0,5.0
75.9,0.5,41.2,30,40,100,0.0,39.5,58.8,4.9
0.0,29.1,8.4,30,40,100,30.0,10.9,91.6,5.0
74.3,14.1,46.6,30,40,100,0.0,25.9,53.4,3.2
32.0,83.7,0.0,30,40,100,0.0,0.0,100.0,5.0
23.2,121.6,25.8,30,40,100,6.8,0.0,74.2,3.7
10.4,0.0,16.7,30,40,100,19.6,40.0,83.3,5.0
37.3,0.0,118.4,30,40,100,0.0,40.0,0.0,5.0
24.9,26.6,60.7,30,40,100,5.1,13.4,39.3,2.0
57.4,0.0,125.0,30,40,100,0.0,40.0,0.0,5.0
29.2,38.3,0.0,30,40,100,0.8,1.7,100.0,5.0
30.2,66.6,5.8,30,40,100,0.0,0.0,94.2,4.7
15.6,96.6,118.3,30,40,100,14.4,0.0,0.0,2.4
24.3,44.6,48.6,30,40,100,5.7,0.0,51.4,2.6
34.7,28.7,141.7,30,40,100,0.0,11.3,0.0,1.4
0.0,0.0,0.0,30,40,100,30.0,40.0,100.0,5.0
0.0,37.5,132.5,30,40,100,30.0,2.5,0.0,5.0
47.1,39.3,22.0,30,40,100,0.0,0.7,78.0,3.9
30.8,62.2,14.1,30,40,100,0.0,0.0,85.9,4.3
20.7,7.9,153.4,30,40,100,9.3,32.1,0.0,4.0
26.5,18.9,167.2,30,40,100,3.5,21.1,0.0,2.6
35.9,0.0,156.9,30,40,100,0.0,40.0,0.0,5.0
10.6,0.0,237.9,30,40,100,19.4,40.0,0.0,5.0
3.8,0.0,175.7,30,40,100,26.2,40.0,0.0,5.0
31.5,0.0,9.3,30,40,100,0.0,40.0,90.7,5.0
0.0,50.0,84.9,30,40,100,30.0,0.0,15.1,5.0
37.6,15.6,44.4,30,40,100,0.0,24.4,55.6,3.0
0.0,14.8,237.1,30,40,100,30.0,25.2,0.0,5.0
55.3,0.0,162.6,30,40,100,0.0,40.0,0.0,5.0
39.4,0.0,58.3,30,40,100,0.0,40.0,41.7,5.0
33.2,97.1,144.3,30,40,100,0.0,0.0,0.0,0.0
53.9,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
73.4,19.8,93.7,30,40,100,0.0,20.2,6.3,2.5
54.8,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
0.0,75.6,0.0,30,40,100,30.0,0.0,100.0,5.0
0.0,42.2,136.8,30,40,100,30.0,0.0,0.0,5.0
8.2,3.2,146.8,30,40,100,21.8,36.8,0.0,4.6
26.7,20.7,110.4,30,40,100,3.3,19.3,0.0,2.4
40.7,104.0,58.7,30,40,100,0.0,0.0,41.3,2.1
5.3,33.5,0.0,30,40,100,24.7,6.5,100.0,5.0
31.3,29.1,0.0,30,40,100,0.0,10.9,100.0,5.0
4.4,0.0,0.0,30,40,100,25.6,40.0,100.0,5.0
8.5,0.0,54.7,30,40,100,21.5,40.0,45.3,5.0
0.0,30.0,160.3,30,40,100,30.0,10.0,0.0,5.0
0.0,49.5,159.0,30,40,100,30.0,0.0,0.0,5.0
0.0,80.7,0.0,30,40,100,30.0,0.0,100.0,5.0
0.0,0.0,17.6,30,40,100,30.0,40.0,82.4,5.0
56.0,0.0,15.4,30,40,100,0.0,40.0,84.6,5.0
0.0,13.1,0.0,30,40,100,30.0,26.9,100.0,5.0
100.9,36.3,119.2,30,40,100,0.0,3.7,0.0,0.5
40.0,30.6,53.6,30,40,100,0.0,9.4,46.4,2.3
31.2,31.5,64.4,30,40,100,0.0,8.5,35.6,1.8
1.5,52.9,182.0,30,40,100,28.5,0.0,0.0,4.8
45.9,0.1,80.6,30,40,100,0.0,39.9,19.4,5.0
9.6,74.0,38.8,30,40,100,20.4,0.0,61.2,3.4
29.4,53.9,119.6,30,40,100,0.6,0.0,0.0,0.1
98.9,23.6,158.9,30,40,100,0.0,16.4,0.0,2.0
23.2,100.9,97.4,30,40,100,6.8,0.0,2.6,1.1
58.7,99.1,129.1,30,40,100,0.0,0.0,0.0,0.0
5.9,74.0,61.8,30,40,100,24.1,0.0,38.2,4.0
25.0,0.0,66.9,30,40,100,5.0,40.0,33.1,5.0
76.4,100.0,82.6,30,40,100,0.0,0.0,17.4,0.9
8.1,68.4,12.8,30,40,100,21.9,0.0,87.2,4.4
77.6,117.2,27.7,30,40,100,0.0,0.0,72.3,3.6
46.1,86.2,184.6,30,40,100,0.0,0.0,0.0,0.0
9.9,100.0,235.4,30,40,100,20.1,0.0,0.0,3.4
44.0,71.8,201.9,30,40,100,0.0,0.0,0.0,0.0
53.6,90.7,0.0,30,40,100,0.0,0.0,100.0,5.0
43.7,116.7,0.0,30,40,100,0.0,0.0,100.0,5.0
0.0,45.2,0.0,30,40,100,30.0,0.0,100.0,5.0
5.2,0.0,84.3,30,40,100,24.8,40.0,15.7,5.0
18.9,24.1,0.0,30,40,100,11.1,15.9,100.0,5.0
23.8,52.1,26.0,30,40,100,6.2,0.0,74.0,3.7
43.6,39.5,187.0,30,40,100,0.0,0.5,0.0,0.1
31.0,0.0,152.7,30,40,100,0.0,40.0,0.0,5.0
0.0,0.0,32.4,30,40,100,30.0,40.0,67.6,5.0
36.8,6.6,38.5,30,40,100,0.0,33.4,61.5,4.2
43.3,69.0,119.2,30,40,100,0.0,0.0,0.0,0.0
41.9,100.0,148.9,30,40,100,0.0,0.0,0.0,0.0
56.7,73.3,30.5,30,40,100,0.0,0.0,69.5,3.5
49.7,79.0,54.6,30,40,100,0.0,0.0,45.4,2.3
39.0,33.2,27.8,30,40,100,0.0,6.8,72.2,3.6
24.0,0.0,0.0,30,40,100,6.0,40.0,100.0,5.0
0.0,18.1,55.8,30,40,100,30.0,21.9,44.2,5.0
38.2,26.0,49.6,30,40,100,0.0,14.0,50.4,2.5
31.9,16.4,0.0,30,40,100,0.0,23.6,100.0,5.0
33.7,38.6,125.6,30,40,100,0.0,1.4,0.0,0.2
0.0,54.2,112.5,30,40,100,30.0,0.0,0.0,5.0
0.0,70.8,129.6,30,40,100,30.0,0.0,0.0,5.0
55.9,25.3,11.6,30,40,100,0.0,14.7,88.4,4.4
24.8,0.0,0.0,30,40,100,5.2,40.0,100.0,5.0
45.4,17.0,111.2,30,40,100,0.0,23.0,0.0,2.9
26.8,38.2,19.9,30,40,100,3.2,1.8,80.1,4.0
26.8,85.7,1.7,30,40,100,3.2,0.0,98.3,4.9
52.7,13.6,0.0,30,40,100,0.0,26.4,100.0,5.0
11.3,57.1,51.3,30,40,100,18.7,0.0,48.7,3.1
28.7,48.1,200.7,30,40,100,1.3,0.0,0.0,0.2
12.8,38.2,32.7,30,40,100,17.2,1.8,67.3,3.4
13.6,73.9,0.0,30,40,100,16.4,0.0,100.0,5.0
17.1,9.9,126.1,30,40,100,12.9,30.1,0.0,3.8
32.3,13.3,87.4,30,40,100,0.0,26.7,12.6,3.3
12.3,36.0,0.0,30,40,100,17.7,4.0,100.0,5.0
61.7,10.7,126.9,30,40,100,0.0,29.3,0.0,3.7
0.5,56.9,245.1,30,40,100,29.5,0.0,0.0,4.9
20.6,7.7,0.0,30,40,100,9.4,32.3,100.0,5.0
13.4,45.6,0.0,30,40,100,16.6,0.0,100.0,5.0
67.2,32.4,0.0,30,40,100,0.0,7.6,100.0,5.0
31.5,45.1,67.4,30,40,100,0.0,0.0,32.6,1.6
55.3,17.9,153.4,30,40,100,0.0,22.1,0.0,2.8
0.0,22.8,82.0,30,40,100,30.0,17.2,18.0,5.0
