N_Awal,P_Awal,K_Awal,Volume_Air_ml,Metode_Pemberian,N_Target,P_Target,K_Target,Dosis_Pupuk_Gram
17.0,22.3,45.9,40,1,28.1,35.1,74.6,4.0
15.7,23.6,45.0,40,1,26.8,37.9,71.3,4.0
15.4,22.5,46.3,40,1,26.0,36.5,75.6,4.0
15.8,22.5,44.8,40,1,27.6,35.5,74.9,4.0
15.5,21.5,49.9,40,1,27.8,39.9,72.9,4.0
15.0,21.3,44.7,40,1,25.8,40.9,72.1,4.0
17.2,23.2,47.4,40,1,26.1,36.1,73.4,4.0
15.0,22.4,44.2,40,1,27.2,37.7,74.4,4.0
16.4,23.1,45.6,40,1,25.0,39.9,81.6,4.0
16.1,21.8,47.4,40,1,24.5,38.8,77.6,4.0
16.1,20.9,45.0,40,1,25.0,36.0,72.9,4.0
16.1,23.2,46.2,40,1,25.4,37.0,71.4,4.0
16.1,22.0,47.1,40,1,28.8,40.2,78.2,4.0
14.9,21.0,46.0,40,1,25.9,33.8,77.4,4.0
17.0,20.9,47.9,40,1,26.3,34.7,76.4,4.0
16.1,20.1,45.9,40,1,24.1,41.8,74.6,4.0
15.1,23.1,46.0,40,1,26.8,37.4,74.2,4.0
16.8,20.4,44.2,40,1,28.8,36.5,74.6,4.0
17.9,20.6,46.3,40,1,28.1,35.2,70.4,4.0
16.4,22.4,47.4,40,1,26.6,31.9,75.1,4.0
14.6,20.7,43.8,40,1,25.9,39.0,73.8,4.0
15.7,21.9,48.0,40,1,28.0,34.5,76.7,4.0
15.8,24.3,43.8,40,1,25.8,38.8,76.0,4.0
17.6,20.2,45.2,40,1,28.4,38.9,74.4,4.0
16.4,21.8,45.3,40,1,24.6,38.4,72.5,4.0
18.8,21.5,42.7,40,1,27.0,37.0,72.6,4.0
16.3,22.4,45.4,40,1,25.2,35.0,78.4,4.0
16.8,22.3,46.8,40,1,26.0,36.8,75.6,4.0
16.4,23.2,45.0,40,1,27.2,39.3,76.7,4.0
14.1,22.5,45.8,40,1,25.2,35.2,76.4,4.0
17.1,23.4,45.0,40,1,28.2,36.2,75.3,4.0
15.7,23.3,43.2,40,1,26.7,38.1,77.0,4.0
17.4,23.2,45.6,40,1,25.8,38.5,77.3,4.0
17.8,23.2,46.2,40,1,28.4,36.1,78.7,4.0
14.9,21.2,44.2,40,1,26.0,34.5,76.8,4.0
15.4,23.1,45.7,40,1,25.8,37.5,76.7,4.0
16.3,21.6,43.7,40,1,25.3,38.0,81.8,4.0
14.3,21.1,48.2,40,1,26.1,38.0,74.7,4.0
14.8,23.4,46.4,40,1,28.6,35.8,77.9,4.0
16.0,22.9,47.4,40,1,27.9,34.1,77.9,4.0
15.9,21.1,44.6,40,1,26.6,36.4,78.2,4.0
16.2,21.5,47.2,40,1,24.2,36.5,79.2,4.0
16.8,20.4,44.7,40,1,25.2,37.8,75.3,4.0
15.5,21.5,47.3,40,1,24.0,37.0,79.5,4.0
14.9,23.4,49.2,40,1,28.1,37.4,77.9,4.0
16.6,21.6,47.9,40,1,27.2,33.4,74.2,4.0
15.1,21.8,45.2,40,1,27.3,36.1,76.0,4.0
14.1,21.8,43.7,40,1,28.2,41.8,71.6,4.0
16.2,21.8,43.0,40,1,26.5,39.1,80.4,4.0
15.3,21.6,43.8,40,1,26.5,37.7,77.8,4.0
16.3,21.5,45.2,40,1,23.0,35.3,71.2,4.0
15.0,21.6,43.8,40,1,25.0,31.1,80.4,4.0
15.6,23.7,45.9,40,1,27.9,37.8,73.4,4.0
15.8,22.3,47.6,40,1,26.2,35.7,70.2,4.0
16.0,21.9,45.8,40,1,23.1,35.3,74.1,4.0
16.4,21.7,48.4,40,1,27.1,35.8,78.7,4.0
17.6,22.8,49.0,40,1,28.8,39.4,66.8,4.0
17.3,24.0,46.3,40,1,28.3,40.7,78.5,4.0
16.1,20.8,43.6,40,1,24.1,36.9,77.0,4.0
16.9,23.1,45.9,40,1,25.3,39.2,80.6,4.0
15.5,22.1,46.7,40,1,23.8,36.6,75.1,4.0
15.5,22.0,47.8,40,1,27.7,37.0,70.2,4.0
16.0,22.9,45.0,40,1,25.6,38.6,76.8,4.0
16.5,21.3,46.3,40,1,25.6,37.5,74.0,4.0
15.7,22.1,46.3,40,1,26.3,38.0,74.5,4.0
15.9,20.4,46.6,40,1,26.5,41.0,72.9,4.0
16.3,21.4,45.1,40,1,24.8,37.0,74.8,4.0
15.7,23.6,45.6,40,1,28.6,38.1,74.2,4.0
15.4,20.7,44.3,40,1,25.4,36.2,74.2,4.0
15.8,23.3,47.9,40,1,25.2,38.7,74.7,4.0
16.7,21.8,45.4,40,1,26.0,36.3,73.3,4.0
14.7,23.0,45.2,40,1,25.2,36.0,76.8,4.0
15.7,21.9,48.2,40,1,26.2,34.9,75.8,4.0
16.6,23.3,46.4,40,1,26.7,36.0,73.7,4.0
14.1,22.7,47.5,40,1,27.5,38.8,80.1,4.0
15.3,21.5,46.4,40,1,24.5,35.8,73.3,4.0
15.2,23.3,47.0,40,1,27.8,39.7,73.4,4.0
16.5,21.7,46.4,40,1,26.6,38.5,75.8,4.0
15.6,21.1,45.2,40,1,24.2,36.2,73.8,4.0
14.3,21.2,46.5,40,1,24.2,38.7,75.6,4.0
16.3,20.6,46.8,40,1,25.6,36.2,75.7,4.0
15.5,21.0,45.6,40,1,25.3,37.5,75.8,4.0
15.7,22.0,44.4,40,1,28.9,34.8,81.0,4.0
15.8,21.6,48.8,40,1,25.3,36.6,72.7,4.0
14.9,22.7,45.4,40,1,24.7,37.8,76.6,4.0
15.0,22.7,45.5,40,1,22.7,38.9,72.5,4.0
16.8,21.2,49.3,40,1,27.8,40.0,73.9,4.0
16.3,21.3,45.8,40,1,25.4,39.6,78.4,4.0
16.1,19.0,44.1,40,1,23.2,38.0,76.9,4.0
15.8,22.6,44.5,40,1,25.3,38.1,76.7,4.0
15.8,23.8,46.7,40,1,27.4,38.5,77.0,4.0
15.4,23.1,46.6,40,1,25.0,38.1,78.1,4.0
16.5,22.9,46.3,40,1,22.9,38.2,74.7,4.0
16.8,21.9,47.2,40,1,29.0,37.2,77.8,4.0
16.2,22.3,47.8,40,1,25.6,36.7,71.9,4.0
16.4,23.1,47.1,40,1,27.6,37.0,72.3,4.0
15.3,21.9,45.9,40,1,28.1,37.1,74.5,4.0
15.2,22.9,46.1,40,1,26.8,37.3,75.5,4.0
17.3,22.6,43.6,40,1,26.2,36.1,71.9,4.0
17.6,22.2,43.9,40,1,27.6,39.4,76.3,4.0
16.6,20.3,47.5,40,1,27.0,38.0,74.1,4.0
16.4,22.2,44.9,40,1,25.1,35.6,75.5,4.0
17.1,22.0,47.3,40,1,25.7,35.3,75.2,4.0
18.2,23.4,43.5,40,1,28.6,36.4,75.3,4.0
15.3,21.2,45.0,40,1,27.0,37.6,78.4,4.0
15.4,20.2,47.5,40,1,25.6,39.2,72.3,4.0
16.5,23.5,46.6,40,1,28.4,36.9,75.0,4.0
16.1,21.3,46.3,40,1,25.4,34.3,72.5,4.0
17.6,22.9,48.6,40,1,25.6,35.4,72.3,4.0
16.0,22.2,45.9,40,1,27.3,36.7,79.9,4.0
16.3,21.9,46.2,40,1,22.0,40.8,77.4,4.0
16.2,22.6,45.7,40,1,25.6,38.8,72.0,4.0
16.2,22.7,43.2,40,1,27.0,35.6,73.0,4.0
14.7,21.1,47.4,40,1,27.2,36.5,75.3,4.0
16.5,22.4,45.9,40,1,26.5,36.8,75.5,4.0
16.1,22.7,46.5,40,1,28.1,39.5,77.1,4.0
14.9,21.3,47.5,40,1,28.1,39.4,72.8,4.0
17.2,22.2,44.0,40,1,24.1,38.3,77.0,4.0
15.8,20.8,48.2,40,1,25.0,35.2,74.3,4.0
16.9,21.3,46.5,40,1,24.5,40.3,79.4,4.0
15.6,20.8,42.3,40,1,24.5,39.4,75.7,4.0
15.8,22.7,48.7,40,1,24.9,39.8,74.7,4.0
18.4,24.3,46.3,40,1,28.4,35.6,70.1,4.0
15.9,22.9,46.5,40,1,24.6,39.5,75.6,4.0
16.5,22.3,47.4,40,1,24.7,36.9,77.9,4.0
15.6,22.8,45.4,40,1,25.9,37.9,65.8,4.0
16.5,22.8,43.4,40,1,25.8,35.5,78.9,4.0
15.4,21.7,47.3,40,1,26.2,37.0,75.0,4.0
16.0,22.9,43.8,40,1,23.6,41.1,77.3,4.0
16.0,22.5,45.1,40,1,25.5,37.3,80.0,4.0
15.9,22.7,46.9,40,1,27.2,40.9,78.9,4.0
15.9,22.6,45.4,40,1,27.2,39.8,79.2,4.0
14.3,22.9,41.8,40,1,25.1,37.0,75.7,4.0
16.0,22.3,45.1,40,1,30.5,40.6,75.1,4.0
16.2,20.7,46.1,40,1,26.7,37.3,75.6,4.0
17.1,21.6,46.3,40,1,26.7,37.8,75.2,4.0
15.9,23.2,45.6,40,1,28.4,37.4,76.5,4.0
16.7,21.7,46.9,40,1,28.4,37.4,73.3,4.0
14.9,21.4,45.1,40,1,22.4,37.6,74.5,4.0
17.4,22.3,47.2,40,1,26.4,34.8,76.8,4.0
15.5,21.3,47.2,40,1,28.1,40.0,81.5,4.0
16.0,22.4,44.5,40,1,27.5,39.1,81.5,4.0
15.7,21.4,44.9,40,1,29.7,36.9,75.0,4.0
17.9,22.7,47.4,40,1,25.7,34.8,73.5,4.0
14.8,21.2,45.3,40,1,28.2,41.2,70.6,4.0
16.0,21.3,42.7,40,1,26.0,36.7,76.5,4.0
14.9,21.5,44.3,40,1,25.0,36.5,75.1,4.0
14.7,21.8,44.7,40,1,26.3,35.4,73.3,4.0
15.2,22.4,47.0,40,1,27.8,38.4,75.7,4.0
16.9,22.1,47.0,40,1,26.7,40.8,77.3,4.0
16.3,22.5,47.7,40,1,25.3,36.6,76.9,4.0
15.3,25.4,46.8,40,1,24.3,35.6,76.6,4.0
16.0,22.1,45.3,40,1,26.3,36.5,74.4,4.0
16.3,20.7,46.8,40,1,26.1,40.2,80.0,4.0
17.4,22.1,46.9,40,1,28.8,40.3,78.1,4.0
15.4,21.1,46.1,40,1,25.4,38.1,79.9,4.0
17.7,20.7,47.9,40,1,26.1,38.9,74.5,4.0
15.7,20.9,43.5,40,1,25.3,34.0,76.6,4.0
16.1,22.5,46.0,40,1,26.4,39.5,77.6,4.0
15.8,22.9,47.1,40,1,24.3,34.7,75.3,4.0
16.4,22.5,42.4,40,1,27.4,37.0,71.7,4.0
15.2,22.0,45.7,40,1,25.2,36.2,76.2,4.0
14.9,22.4,46.9,40,1,26.2,36.1,74.0,4.0
17.5,21.4,43.0,40,1,25.3,40.6,74.9,4.0
15.4,22.0,45.2,40,1,27.1,38.1,76.0,4.0
16.6,21.8,45.5,40,1,26.0,39.2,76.4,4.0
15.4,21.9,46.8,40,1,24.7,36.8,65.9,4.0
15.9,20.3,44.2,40,1,26.1,38.3,69.3,4.0
16.0,22.0,44.9,40,1,26.2,40.1,77.0,4.0
16.6,21.6,47.2,40,1,25.6,38.4,71.7,4.0
15.1,20.2,44.5,40,1,27.9,34.2,74.1,4.0
16.8,21.3,45.4,40,1,30.1,38.8,81.6,4.0
14.5,25.3,45.8,40,1,27.3,38.4,74.1,4.0
16.1,23.3,45.8,40,1,26.0,37.8,75.2,4.0
17.4,23.2,46.2,40,1,24.7,37.2,74.5,4.0
16.3,21.6,45.3,40,1,24.5,35.1,75.9,4.0
14.9,21.4,47.8,40,1,25.6,37.5,68.7,4.0
17.3,23.3,45.9,40,1,25.2,37.9,76.6,4.0
15.6,22.6,46.6,40,1,25.7,36.2,75.2,4.0
16.1,23.1,45.5,40,1,27.3,40.1,81.5,4.0
16.1,21.3,43.9,40,1,28.2,39.7,78.9,4.0
16.8,22.8,45.6,40,1,26.4,40.6,75.0,4.0
15.1,21.2,46.5,40,1,28.4,31.7,72.2,4.0
15.0,20.8,46.6,40,1,26.9,38.3,77.7,4.0
17.4,23.6,46.3,40,1,25.5,34.4,78.8,4.0
17.1,22.3,47.4,40,1,27.4,40.3,74.0,4.0
14.5,23.5,44.6,40,1,26.7,40.2,76.6,4.0
17.1,22.4,46.8,40,1,28.3,37.4,79.4,4.0
14.9,22.2,44.3,40,1,27.1,33.5,76.2,4.0
16.0,22.2,45.6,40,1,24.7,40.8,79.1,4.0
15.7,21.6,46.0,40,1,27.3,36.2,78.9,4.0
16.5,23.2,44.9,40,1,25.6,38.2,74.3,4.0
16.5,22.6,47.6,40,1,26.3,38.5,74.6,4.0
15.0,22.6,44.3,40,1,25.6,35.7,75.0,4.0
16.9,20.4,49.8,40,1,30.0,40.2,75.9,4.0
16.5,20.9,46.2,40,1,25.6,37.3,70.3,4.0
16.2,20.7,44.9,40,1,25.6,35.4,73.5,4.0
15.1,21.6,46.0,40,1,27.5,42.8,77.3,4.0
16.9,21.7,48.0,40,1,25.9,39.4,76.5,4.0
14.2,21.3,45.1,40,1,26.2,35.6,82.4,4.0
15.7,24.4,46.6,40,1,30.2,41.2,80.4,4.0
15.7,21.8,46.9,40,1,27.9,37.9,75.7,4.0
13.0,22.5,47.1,40,1,27.0,37.5,80.4,4.0
17.0,23.5,45.5,40,1,28.2,37.4,76.5,4.0
15.3,23.5,47.6,40,1,26.9,40.9,69.5,4.0
15.4,23.5,45.1,40,1,27.2,36.7,73.2,4.0
15.5,21.9,43.5,40,1,26.6,36.1,78.4,4.0
18.1,19.9,44.8,40,1,24.0,37.6,71.9,4.0
15.0,21.0,45.6,40,1,26.5,36.8,72.6,4.0
16.5,23.1,41.8,40,1,29.4,37.7,79.4,4.0
17.8,23.5,45.3,40,1,26.0,40.2,74.2,4.0
14.8,22.4,43.8,40,1,25.7,35.5,74.0,4.0
17.5,22.5,47.1,40,1,27.4,38.8,70.9,4.0
15.9,24.0,46.1,40,1,25.3,38.8,79.3,4.0
14.3,22.4,44.9,40,1,28.2,38.1,77.6,4.0
15.0,21.6,44.0,40,1,25.2,41.0,75.2,4.0
17.4,21.5,46.8,40,1,28.6,36.2,77.5,4.0
15.8,21.2,45.8,40,1,24.9,42.5,78.7,4.0
16.1,22.0,45.8,40,1,26.0,41.5,72.2,4.0
16.6,22.4,41.4,40,1,26.3,37.3,78.5,4.0
17.5,21.1,45.6,40,1,26.9,34.2,77.8,4.0
17.7,22.4,46.4,40,1,25.6,40.0,76.2,4.0
16.1,21.9,47.1,40,1,26.6,39.2,70.7,4.0
14.9,20.1,47.1,40,1,26.2,35.5,75.9,4.0
15.3,20.6,45.9,40,1,27.3,38.5,79.8,4.0
15.4,20.2,45.3,40,1,25.9,35.9,75.6,4.0
17.1,23.6,47.0,40,1,24.8,38.0,73.9,4.0
16.0,23.3,45.2,40,1,24.1,40.6,80.6,4.0
14.5,22.0,46.1,40,1,23.7,36.0,81.1,4.0
15.4,20.6,46.3,40,1,25.7,36.7,76.1,4.0
14.7,21.7,48.4,40,1,28.1,39.3,73.5,4.0
16.4,22.1,47.0,40,1,27.4,39.0,78.5,4.0
17.2,20.9,47.2,40,1,25.6,34.7,78.0,4.0
16.1,21.4,45.1,40,1,29.0,37.6,73.4,4.0
16.0,22.0,46.5,40,1,27.1,34.4,71.5,4.0
15.0,22.8,45.2,40,1,29.3,37.8,77.7,4.0
14.7,19.7,45.7,40,1,26.6,37.3,79.0,4.0
16.4,21.4,42.5,40,1,27.2,37.9,79.6,4.0
16.0,22.4,44.5,40,1,26.1,39.6,74.7,4.0
14.9,21.9,42.7,40,1,27.4,40.8,75.4,4.0
15.8,22.4,44.7,40,1,27.0,38.5,80.9,4.0
15.7,22.3,45.1,40,1,25.9,34.5,75.3,4.0
16.1,22.0,47.1,40,1,26.6,36.9,74.9,4.0
15.3,21.6,49.0,40,1,26.3,36.9,75.3,4.0
15.8,21.7,46.4,40,1,25.1,37.0,74.7,4.0
14.8,19.7,44.5,40,1,23.9,39.6,77.8,4.0
14.2,21.3,45.9,40,1,26.1,42.7,77.5,4.0
15.3,20.9,46.4,40,1,26.8,34.9,75.5,4.0
15.5,22.7,46.5,40,1,27.6,39.2,77.6,4.0
16.1,24.4,46.5,40,1,26.7,36.3,74.4,4.0
18.2,21.6,47.4,40,1,25.5,35.9,74.4,4.0
15.4,21.4,48.5,40,1,25.9,38.1,78.3,4.0
16.5,24.0,46.1,40,1,27.9,39.1,78.2,4.0
14.8,23.3,42.2,40,1,27.3,34.7,73.4,4.0
15.5,23.4,46.6,40,1,25.9,31.6,73.4,4.0
16.0,20.8,44.5,40,1,25.2,39.7,75.9,4.0
17.5,22.4,41.9,40,1,25.2,37.7,76.1,4.0
15.2,21.3,43.9,40,1,26.9,34.7,73.0,4.0
18.2,20.7,45.6,40,1,26.8,34.7,77.0,4.0
16.7,22.1,47.3,40,1,22.7,37.0,77.8,4.0
14.5,21.6,44.6,40,1,30.3,41.0,74.3,4.0
16.8,21.9,44.6,40,1,27.1,35.2,75.7,4.0
16.0,22.0,46.3,80,1,42.6,53.3,113.4,5.0
15.6,21.4,47.2,80,1,41.7,57.0,113.3,5.0
15.5,22.6,44.9,80,1,39.8,58.7,114.4,5.0
16.5,22.5,47.7,80,1,41.8,57.5,112.6,5.0
18.4,20.6,47.4,80,1,42.3,58.0,111.0,5.0
15.9,23.3,44.9,80,1,41.5,54.7,114.0,5.0
14.9,22.3,45.8,80,1,40.4,52.4,119.6,5.0
16.3,22.7,46.5,80,1,40.7,58.7,119.4,5.0
17.1,23.1,45.0,80,1,42.3,56.1,117.6,5.0
17.6,22.0,46.4,80,1,40.6,57.5,110.3,5.0
16.2,22.7,46.2,80,1,39.9,54.4,112.6,5.0
17.5,22.7,47.2,80,1,41.3,56.4,115.9,5.0
16.5,22.0,46.7,80,1,41.3,54.0,111.2,5.0
16.1,21.2,45.9,80,1,43.3,58.5,118.2,5.0
16.5,23.2,43.0,80,1,39.6,60.2,116.8,5.0
15.7,22.7,46.3,80,1,41.7,54.4,114.4,5.0
16.2,20.4,44.6,80,1,42.8,55.8,116.5,5.0
14.8,21.9,49.0,80,1,40.6,59.3,115.8,5.0
16.8,21.5,46.8,80,1,41.0,56.4,115.9,5.0
16.5,21.2,44.8,80,1,40.3,58.5,114.9,5.0
15.7,22.9,45.1,80,1,42.2,56.9,115.2,5.0
15.5,24.0,46.5,80,1,40.6,58.6,117.9,5.0
16.4,22.0,46.1,80,1,39.2,57.8,113.2,5.0
14.9,22.4,48.4,80,1,39.4,59.0,110.9,5.0
16.8,21.7,44.4,80,1,40.3,58.5,117.6,5.0
14.9,22.7,44.6,80,1,37.5,56.5,117.9,5.0
16.2,21.6,47.1,80,1,41.0,58.5,112.4,5.0
16.7,21.3,45.9,80,1,41.2,57.2,119.1,5.0
16.4,20.0,45.2,80,1,40.7,57.2,122.0,5.0
15.1,20.5,46.6,80,1,37.9,56.4,108.4,5.0
14.6,22.5,48.9,80,1,40.8,57.7,114.1,5.0
15.1,22.5,47.6,80,1,41.4,56.2,110.1,5.0
16.5,21.3,46.3,80,1,41.2,58.6,116.5,5.0
17.7,20.7,46.7,80,1,39.5,57.1,115.4,5.0
16.6,23.3,44.4,80,1,43.0,58.6,116.9,5.0
17.2,23.2,45.3,80,1,38.7,57.0,107.9,5.0
16.1,22.6,45.7,80,1,40.3,56.9,114.5,5.0
17.3,20.6,45.9,80,1,42.2,57.9,112.6,5.0
16.5,21.1,45.9,80,1,42.3,55.6,115.3,5.0
15.2,23.0,45.4,80,1,40.6,55.9,121.3,5.0
16.9,23.6,50.4,80,1,39.2,57.3,116.3,5.0
15.7,22.9,44.1,80,1,41.2,55.7,115.7,5.0
15.3,22.8,47.8,80,1,44.4,58.8,109.3,5.0
15.9,23.1,45.2,80,1,38.9,58.5,108.5,5.0
16.6,21.1,44.8,80,1,38.5,57.3,112.6,5.0
14.8,22.2,47.5,80,1,37.8,57.4,113.9,5.0
14.8,24.1,45.3,80,1,40.5,57.6,115.2,5.0
16.6,22.2,43.9,80,1,41.8,58.6,114.0,5.0
14.7,23.1,48.4,80,1,40.3,55.8,113.0,5.0
15.4,21.2,47.0,80,1,42.3,59.6,113.3,5.0
16.4,21.2,45.0,80,1,41.2,56.9,118.3,5.0
17.9,23.6,46.7,80,1,41.8,59.1,116.0,5.0
16.8,23.8,46.6,80,1,39.6,54.4,113.2,5.0
16.8,20.0,45.4,80,1,42.6,56.6,116.2,5.0
13.6,21.6,45.9,80,1,42.2,57.6,110.8,5.0
16.7,19.6,44.0,80,1,39.5,57.3,115.9,5.0
16.5,21.6,45.5,80,1,40.4,58.2,115.8,5.0
16.9,22.2,45.9,80,1,39.7,58.6,111.6,5.0
15.7,19.6,45.7,80,1,39.8,54.3,112.4,5.0
16.0,21.4,46.2,80,1,42.2,58.2,112.9,5.0
15.5,22.7,43.5,80,1,43.1,59.0,115.9,5.0
16.7,22.3,45.7,80,1,40.4,58.2,116.6,5.0
16.1,22.2,43.3,80,1,41.6,55.1,111.8,5.0
18.4,21.3,45.5,80,1,41.5,58.6,114.1,5.0
14.6,21.5,45.9,80,1,40.2,56.9,113.4,5.0
15.2,21.3,45.8,80,1,42.7,61.5,118.4,5.0
15.5,22.8,47.0,80,1,43.5,56.7,110.4,5.0
16.1,22.9,44.8,80,1,40.5,58.4,107.6,5.0
15.3,22.2,46.9,80,1,39.6,53.3,119.1,5.0
16.2,23.3,45.7,80,1,43.1,56.7,112.8,5.0
16.9,21.7,45.1,80,1,39.4,54.0,110.7,5.0
15.7,23.3,48.3,80,1,39.7,57.2,113.7,5.0
15.8,22.3,45.7,80,1,38.4,57.7,112.0,5.0
15.4,21.4,43.8,80,1,41.2,58.4,115.3,5.0
14.8,22.3,45.8,80,1,39.5,61.0,112.0,5.0
15.5,21.6,45.2,80,1,40.5,59.9,116.0,5.0
16.0,20.5,49.3,80,1,42.1,56.4,109.0,5.0
15.7,21.7,46.6,80,1,39.4,56.7,115.2,5.0
15.0,22.3,46.2,80,1,43.1,58.6,118.8,5.0
15.6,22.5,43.3,80,1,41.3,59.8,113.7,5.0
17.1,20.9,45.8,80,1,40.5,56.8,111.6,5.0
16.9,22.7,46.2,80,1,41.2,59.8,114.3,5.0
15.5,22.9,47.1,80,1,39.2,54.2,114.7,5.0
15.0,21.2,44.5,80,1,40.5,54.7,115.9,5.0
15.6,20.5,46.8,80,1,40.6,59.4,114.4,5.0
16.8,21.8,45.9,80,1,39.6,57.3,113.3,5.0
15.9,22.0,45.2,80,1,41.5,61.3,117.0,5.0
16.7,20.9,48.0,80,1,39.4,55.9,112.1,5.0
15.4,22.3,47.6,80,1,41.9,57.1,114.4,5.0
16.3,20.9,44.9,80,1,39.8,54.0,116.5,5.0
15.7,21.3,44.9,80,1,39.5,55.6,113.4,5.0
17.2,22.5,43.6,80,1,40.5,57.4,113.4,5.0
14.5,22.0,46.0,80,1,41.6,58.3,113.1,5.0
15.8,21.6,45.9,80,1,39.1,54.1,114.1,5.0
15.7,20.3,45.3,80,1,39.2,56.2,116.0,5.0
14.3,22.8,44.3,80,1,39.2,57.6,115.3,5.0
14.9,22.3,45.4,80,1,43.1,57.0,110.6,5.0
16.1,23.4,46.4,80,1,40.7,60.3,112.3,5.0
17.4,21.2,50.5,80,1,38.4,58.1,110.9,5.0
16.8,22.8,46.7,80,1,43.0,55.5,114.4,5.0
15.7,22.9,46.5,80,1,42.7,56.8,113.3,5.0
16.3,22.2,48.5,80,1,41.2,58.6,108.2,5.0
16.5,23.7,46.8,80,1,38.5,60.2,114.6,5.0
16.0,21.3,45.9,80,1,41.4,57.5,112.9,5.0
15.7,22.2,43.8,80,1,37.3,57.9,114.0,5.0
15.0,22.0,48.1,80,1,43.7,56.8,113.9,5.0
15.6,20.5,45.7,80,1,42.4,58.8,116.0,5.0
17.6,23.2,45.3,80,1,40.5,59.1,115.3,5.0
14.6,23.5,46.6,80,1,38.1,59.8,118.5,5.0
16.7,22.5,46.9,80,1,41.1,60.3,118.4,5.0
15.7,21.6,45.0,80,1,40.2,56.9,111.7,5.0
14.4,21.9,46.2,80,1,41.0,56.4,115.9,5.0
16.4,22.6,46.7,80,1,40.3,56.7,109.6,5.0
16.2,22.7,43.6,80,1,42.4,57.5,115.8,5.0
15.9,23.2,45.9,80,1,39.5,60.2,107.0,5.0
16.0,21.3,47.7,80,1,40.2,57.3,113.3,5.0
15.5,21.8,46.8,80,1,42.9,56.8,110.2,5.0
16.9,21.4,44.0,80,1,39.3,55.5,115.9,5.0
16.9,21.9,47.3,80,1,45.7,58.6,113.6,5.0
14.6,23.9,44.6,80,1,41.0,57.2,114.0,5.0
15.9,22.7,47.5,80,1,38.8,56.6,111.5,5.0
16.4,20.2,46.9,80,1,42.0,56.4,114.5,5.0
15.8,21.2,45.1,80,1,38.6,61.1,113.2,5.0
17.5,23.2,45.6,80,1,44.2,58.9,109.7,5.0
15.2,22.1,45.4,80,1,41.3,57.0,120.3,5.0
16.2,20.3,45.4,80,1,38.7,61.4,110.8,5.0
15.7,23.2,48.0,80,1,41.4,55.4,116.1,5.0
16.6,22.0,46.3,80,1,39.9,57.2,114.9,5.0
16.6,22.7,47.1,80,1,40.4,57.3,118.3,5.0
17.3,19.2,45.9,80,1,40.6,57.7,111.1,5.0
15.3,21.6,47.4,80,1,42.5,54.3,115.6,5.0
17.0,22.4,48.6,80,1,41.1,53.0,111.5,5.0
16.0,21.0,45.0,80,1,43.3,56.4,121.9,5.0
15.0,21.8,46.1,80,1,37.4,60.3,119.2,5.0
15.7,21.6,46.3,80,1,39.4,53.5,113.7,5.0
16.7,22.6,45.1,80,1,43.0,56.4,114.9,5.0
17.3,23.4,44.9,80,1,41.0,58.1,111.0,5.0
16.5,22.2,43.8,80,1,41.1,58.3,112.7,5.0
15.3,21.8,48.1,80,1,41.5,54.8,117.2,5.0
15.4,22.4,46.5,80,1,41.6,54.9,111.3,5.0
15.8,24.2,46.1,80,1,39.5,54.7,115.2,5.0
14.9,23.2,48.6,80,1,43.5,54.7,109.7,5.0
14.2,22.7,46.3,80,1,39.6,56.1,110.9,5.0
15.5,22.5,43.8,80,1,40.8,54.2,119.3,5.0
16.2,22.5,44.3,80,1,40.5,57.6,115.4,5.0
16.1,20.7,44.0,80,1,41.1,57.3,115.1,5.0
16.8,22.3,42.8,80,1,37.5,58.7,116.9,5.0
15.8,22.4,46.0,80,1,39.3,57.4,114.8,5.0
15.6,20.7,44.8,80,1,41.0,55.8,117.3,5.0
15.8,20.8,47.2,80,1,40.3,59.0,114.3,5.0
16.5,20.4,43.3,80,1,39.8,56.8,118.8,5.0
16.0,22.2,44.9,80,1,40.7,54.6,116.3,5.0
16.4,22.1,45.6,80,1,43.4,62.7,113.5,5.0
16.4,21.5,42.1,80,1,39.6,54.9,111.0,5.0
16.4,20.5,42.7,80,1,41.5,57.0,118.4,5.0
16.0,23.1,44.0,80,1,39.7,55.8,117.2,5.0
17.3,22.1,46.6,80,1,42.3,58.5,108.3,5.0
16.8,22.8,44.5,80,1,39.5,59.6,110.8,5.0
14.5,24.1,44.2,80,1,43.8,57.5,116.3,5.0
16.8,23.0,44.1,80,1,42.3,55.1,112.5,5.0
17.6,20.5,45.1,80,1,42.4,59.1,111.6,5.0
16.2,21.8,47.2,80,1,41.5,55.3,115.2,5.0
16.8,22.8,44.3,80,1,40.5,57.5,117.8,5.0
15.9,21.1,47.2,80,1,41.6,55.3,110.5,5.0
14.5,21.5,46.7,80,1,42.0,53.2,111.9,5.0
13.7,23.2,45.2,80,1,40.4,55.9,118.3,5.0
14.8,22.0,46.8,80,1,40.7,56.0,119.0,5.0
15.1,21.2,45.5,80,1,38.4,55.2,113.9,5.0
15.0,20.7,48.9,80,1,41.8,56.4,117.6,5.0
17.1,21.7,45.6,80,1,39.8,54.4,109.2,5.0
18.3,22.1,47.6,80,1,40.6,59.1,113.8,5.0
16.3,22.5,45.1,80,1,42.0,57.0,112.6,5.0
16.9,23.9,45.1,80,1,41.1,59.5,120.6,5.0
