N_Awal,P_Awal,K_Awal,N_Target,P_Target,K_Target,Dosis_Pupuk_Gram
16.8,24.6,46.2,29.0,40.6,81.2,3.9
15.1,23.9,42.3,28.4,36.1,76.3,3.9
15.8,24.0,46.7,26.9,33.0,76.3,3.9
16.4,21.4,44.6,26.3,41.2,78.9,3.9
17.9,23.0,42.1,26.3,39.1,79.0,3.9
15.5,21.9,44.1,27.9,36.1,75.9,3.9
18.6,21.3,45.7,27.8,36.2,79.9,3.9
17.1,22.7,47.5,23.7,38.4,80.7,3.9
14.9,22.2,44.7,31.3,42.4,77.2,3.9
17.2,22.5,44.7,28.2,36.7,78.6,3.9
16.3,22.6,46.4,28.2,33.8,74.9,4.0
15.9,22.0,47.3,27.4,37.5,74.8,4.0
15.8,23.2,45.0,25.5,39.3,75.9,4.0
16.9,23.1,47.9,27.4,38.0,74.1,4.0
18.8,21.2,47.6,27.9,38.5,72.5,4.0
16.3,23.9,45.1,27.1,35.2,75.5,4.0
15.3,22.9,46.0,26.1,32.9,81.1,4.0
16.6,23.2,46.6,26.3,39.2,80.9,4.0
17.4,23.7,45.1,28.0,36.6,79.1,4.0
17.9,22.6,46.6,26.2,38.0,71.8,4.0
16.6,23.3,46.4,25.6,34.9,74.1,4.0
17.8,23.3,47.3,27.0,36.9,77.4,4.0
16.8,22.6,46.8,26.9,34.6,72.7,4.0
16.4,21.8,46.0,29.0,39.0,79.7,4.0
16.9,23.8,43.1,25.3,40.7,78.2,4.0
16.0,23.3,46.5,27.3,34.9,75.9,4.0
16.5,21.0,44.7,28.5,36.4,78.0,4.0
15.2,22.5,49.2,26.2,39.8,77.3,4.0
17.1,22.1,46.9,26.6,36.9,77.4,4.0
16.8,21.8,44.9,26.0,39.0,76.4,4.0
16.0,23.5,45.2,27.9,37.4,76.7,4.0
15.8,24.6,46.6,26.3,39.1,79.4,4.0
16.8,22.6,46.2,24.9,38.3,74.7,4.0
15.2,23.0,48.5,25.1,39.5,72.4,4.0
17.2,22.3,44.5,25.9,39.0,79.1,4.0
15.2,23.3,44.7,23.2,37.0,79.4,4.0
16.5,22.2,47.2,26.6,39.0,73.9,4.0
17.0,21.9,46.0,26.8,37.7,80.6,4.0
16.7,20.6,45.3,26.3,37.7,83.5,4.0
15.5,21.1,46.7,23.6,36.9,69.9,4.0
14.9,23.1,49.0,26.5,38.2,75.6,4.0
15.4,23.0,47.7,27.1,36.7,71.6,4.0
16.8,21.9,46.4,26.9,39.2,78.0,4.0
18.0,21.3,46.9,25.2,37.6,76.9,4.0
16.9,23.9,44.5,28.7,39.1,78.4,4.0
17.6,23.8,45.5,24.4,37.5,69.4,4.0
16.5,23.2,45.9,25.9,37.4,76.0,4.0
17.7,21.2,46.0,27.9,38.5,74.1,4.0
16.9,21.7,46.0,27.9,36.1,76.8,4.0
15.6,23.6,45.5,26.2,36.5,82.8,4.0
17.3,24.2,50.5,24.8,37.8,77.8,4.0
16.1,23.5,44.2,26.8,36.2,77.2,4.0
15.6,23.4,47.9,30.0,39.3,70.8,4.0
16.2,23.7,45.3,24.6,39.0,70.0,4.0
17.0,21.7,45.0,24.2,37.9,74.1,4.0
15.1,22.8,47.7,23.4,37.9,75.4,4.0
15.1,24.6,45.4,26.1,38.1,76.7,4.0
16.9,22.8,44.0,27.4,39.1,75.5,4.0
15.0,23.7,48.5,26.0,36.3,74.5,4.0
15.7,21.8,47.1,27.9,40.1,74.8,4.0
16.7,21.8,45.1,28.2,39.4,83.6,4.1
18.2,24.2,46.8,28.9,41.6,81.4,4.1
17.1,24.4,46.8,26.6,36.9,78.6,4.1
17.2,20.6,45.5,29.7,39.0,81.6,4.1
13.9,22.2,46.0,29.3,40.1,76.1,4.1
17.0,20.2,44.2,26.6,39.8,81.2,4.1
16.8,22.2,45.6,27.4,40.7,81.2,4.1
17.2,22.8,46.1,26.8,41.0,77.0,4.1
16.0,20.2,45.8,26.9,36.8,77.8,4.1
16.4,22.0,46.4,29.3,40.6,78.2,4.1
15.8,23.3,43.6,30.2,41.4,81.3,4.1
17.0,22.9,45.8,27.5,40.7,81.9,4.1
16.4,22.8,43.4,28.7,37.6,77.2,4.1
18.7,21.9,45.6,28.6,41.1,79.5,4.1
14.9,22.0,46.0,27.3,39.4,78.7,4.1
15.6,21.9,45.9,29.7,43.9,83.7,4.1
15.8,23.4,47.2,30.6,39.2,75.7,4.1
16.4,23.5,44.9,27.6,40.9,72.9,4.1
15.6,22.8,47.0,26.6,35.8,84.5,4.1
16.5,23.9,45.9,30.2,39.2,78.1,4.1
17.2,22.3,45.2,26.5,36.4,76.1,4.1
16.1,23.9,48.4,26.8,39.7,79.0,4.1
16.1,22.9,45.8,25.5,40.2,77.4,4.1
15.7,22.0,44.0,28.2,40.9,80.6,4.1
15.1,22.9,46.0,26.6,43.4,77.4,4.1
15.8,22.2,45.4,27.6,42.3,81.4,4.1
16.3,21.1,49.4,29.2,38.9,74.3,4.1
16.0,22.3,46.8,26.4,39.2,80.5,4.1
15.3,22.9,46.4,30.2,41.0,84.2,4.1
15.9,23.1,43.5,28.4,42.3,79.1,4.1
17.4,21.5,45.9,27.5,39.2,77.0,4.1
17.3,23.3,46.3,28.3,42.2,79.7,4.1
15.8,23.5,47.2,26.3,36.6,80.0,4.1
15.3,21.8,44.7,27.6,37.2,81.3,4.1
15.9,21.1,47.0,27.7,41.9,79.7,4.1
17.2,22.4,46.0,26.7,39.7,78.7,4.1
16.2,22.6,45.3,28.6,43.7,82.4,4.1
17.0,21.5,48.1,26.5,38.4,77.4,4.1
15.8,22.9,47.8,29.0,39.6,79.7,4.1
16.7,21.5,45.0,26.8,36.4,81.8,4.1
16.1,21.9,45.0,26.6,38.1,78.8,4.1
17.5,23.1,43.7,27.6,39.8,78.8,4.1
14.8,22.6,46.1,28.7,40.7,78.4,4.1
16.1,22.2,46.0,26.2,36.6,79.5,4.1
16.0,20.9,45.4,26.2,38.6,81.3,4.1
14.7,23.4,44.5,26.3,40.0,80.7,4.1
15.2,22.9,45.5,30.2,39.4,76.0,4.1
16.4,24.0,46.5,27.8,42.7,77.6,4.1
17.7,21.8,50.6,25.5,40.5,76.2,4.1
17.1,23.4,46.8,30.1,37.9,79.8,4.1
16.0,23.5,46.7,31.2,41.2,82.5,4.2
16.6,22.8,48.6,29.8,43.1,77.4,4.2
16.8,24.3,47.0,27.0,44.6,83.8,4.2
16.3,21.9,46.1,29.9,41.9,82.1,4.2
16.0,22.8,44.0,25.8,42.3,83.2,4.2
15.4,22.6,48.2,32.2,41.3,83.1,4.2
16.0,21.1,45.8,30.9,43.2,85.2,4.2
17.9,23.8,45.4,29.0,43.6,84.5,4.2
15.0,24.1,46.7,26.6,44.2,87.7,4.2
17.0,23.1,47.1,29.6,44.7,87.6,4.2
16.0,22.2,45.2,28.7,41.3,80.9,4.2
14.7,22.5,46.3,29.5,40.8,85.1,4.2
16.7,23.2,46.9,28.9,41.1,78.8,4.2
16.5,23.3,43.8,30.9,41.9,85.0,4.2
16.2,23.8,46.0,28.0,44.6,76.2,4.2
16.4,21.9,47.8,28.7,41.7,82.5,4.2
15.8,22.4,46.9,31.5,41.2,79.4,4.2
17.3,22.0,44.1,27.8,39.9,85.1,4.2
17.2,22.5,47.4,34.3,43.0,82.8,4.2
14.9,24.5,44.7,29.6,41.6,83.2,4.2
16.3,23.3,47.6,27.3,41.0,80.7,4.2
16.7,20.8,47.0,30.6,40.8,83.7,4.2
16.2,21.8,45.2,27.1,45.5,82.4,4.2
17.8,23.8,45.7,32.7,43.3,78.9,4.2
15.5,22.7,45.5,29.8,41.4,89.5,4.2
16.6,20.9,45.5,27.2,45.8,80.0,4.2
16.1,23.8,48.2,30.0,39.8,85.3,4.2
17.0,22.6,46.4,28.5,41.6,84.1,4.2
17.0,23.3,47.2,29.0,41.7,87.5,4.2
17.6,19.8,46.0,29.1,42.1,80.3,4.2
15.7,22.2,47.5,31.0,38.7,84.8,4.2
17.3,23.0,48.8,29.6,37.4,80.6,4.2
16.4,21.6,45.2,31.9,40.8,91.1,4.2
15.3,22.4,46.3,25.9,44.7,88.4,4.2
16.0,22.2,46.5,27.9,37.9,82.9,4.2
17.1,23.1,45.2,31.5,40.9,84.1,4.2
17.6,24.0,45.0,29.5,42.6,80.2,4.2
16.8,22.8,43.9,29.6,42.7,81.9,4.2
15.7,22.4,48.2,30.0,39.3,86.4,4.2
15.7,23.0,46.7,30.1,39.3,80.5,4.2
16.2,24.8,46.2,28.1,39.1,84.4,4.2
15.2,23.8,48.8,32.1,39.1,78.9,4.2
14.5,23.3,46.5,28.2,40.5,80.1,4.2
15.8,23.1,43.9,29.3,38.7,88.5,4.2
16.5,23.1,44.4,29.0,42.0,84.6,4.2
16.4,21.3,44.2,29.6,41.7,84.3,4.2
17.2,22.9,42.9,26.0,43.1,86.1,4.2
16.1,23.0,46.1,27.8,41.8,84.0,4.2
15.9,21.3,45.0,29.5,40.2,86.5,4.2
16.2,21.3,47.3,28.8,43.4,83.5,4.2
16.8,21.0,43.5,29.8,43.2,91.9,4.3
16.4,22.8,45.1,30.7,41.0,89.4,4.3
16.7,22.7,45.7,33.4,49.1,86.6,4.3
16.7,22.1,42.3,29.5,41.2,84.0,4.3
16.7,21.1,42.8,31.4,43.3,91.5,4.3
16.3,23.7,44.1,29.7,42.2,90.3,4.3
17.7,22.7,46.7,32.2,44.9,81.4,4.3
17.2,23.4,44.7,29.5,46.0,83.9,4.3
14.8,24.7,44.3,33.7,43.9,89.4,4.3
17.1,23.6,44.2,32.3,41.4,85.6,4.3
17.9,21.1,45.2,32.4,45.5,84.6,4.3
16.6,22.4,47.4,31.5,41.7,88.2,4.3
17.1,23.4,44.4,30.4,43.9,90.9,4.3
16.3,21.7,47.3,31.6,41.7,83.6,4.3
14.9,22.1,46.8,32.0,39.6,84.9,4.3
14.0,23.8,45.3,30.4,42.2,91.3,4.3
15.1,22.6,46.9,30.7,42.4,92.1,4.3
15.5,21.8,45.6,28.4,41.6,87.0,4.3
15.3,21.3,49.0,31.7,42.7,90.7,4.3
17.4,22.3,45.7,29.8,40.8,82.2,4.3
18.7,22.7,47.7,30.5,45.4,86.9,4.3
16.7,23.1,45.3,32.0,43.3,85.7,4.3
17.2,24.5,45.2,31.0,45.9,93.6,4.3
15.9,24.3,44.7,31.8,46.1,84.7,4.3
16.8,22.5,45.5,28.8,46.5,91.0,4.3
18.5,21.7,46.1,31.2,46.6,88.1,4.3
16.8,23.1,49.4,30.2,41.2,87.0,4.3
18.0,25.0,46.9,31.5,45.7,87.6,4.3
16.8,23.3,46.8,29.3,42.3,88.3,4.3
18.2,23.6,46.9,30.8,42.1,88.6,4.3
15.6,22.5,45.5,32.3,42.7,85.9,4.3
18.3,22.1,46.4,32.6,42.5,85.0,4.3
17.0,24.2,45.1,31.4,41.1,91.1,4.3
14.9,22.7,44.0,30.9,43.5,88.2,4.3
17.2,22.0,44.6,31.3,39.2,81.9,4.3
16.2,25.3,45.2,32.7,44.1,90.0,4.3
16.8,22.9,44.6,33.4,43.3,82.5,4.3
13.9,23.6,45.4,29.4,43.4,88.5,4.3
17.6,23.0,46.1,28.8,45.3,87.4,4.3
15.5,23.2,45.9,30.5,44.4,86.2,4.3
16.4,22.0,46.8,30.8,45.6,87.1,4.3
15.9,23.4,46.5,31.3,45.2,85.7,4.3
17.1,21.3,49.0,29.4,46.0,82.3,4.3
16.0,22.8,47.1,28.5,45.7,87.2,4.3
14.6,22.0,50.7,29.4,41.8,89.4,4.3
16.8,23.2,47.8,29.3,45.7,85.7,4.3
16.6,22.8,44.4,30.5,47.4,85.7,4.3
18.8,21.8,47.9,30.3,43.7,86.1,4.3
15.6,22.1,43.4,32.1,43.4,84.8,4.3
17.0,23.4,47.0,29.3,40.4,91.5,4.3
16.4,23.3,44.1,32.5,48.3,89.4,4.4
17.6,23.5,46.2,36.8,45.4,91.7,4.4
16.9,23.0,48.0,32.4,42.3,89.6,4.4
17.8,23.5,45.9,32.0,42.6,94.4,4.4
15.0,22.0,47.1,33.8,52.2,91.6,4.4
17.9,23.9,47.4,29.8,45.7,92.4,4.4
16.6,20.9,45.0,29.0,47.2,93.4,4.4
15.5,25.2,45.9,30.5,41.3,91.3,4.4
16.4,21.7,45.5,34.1,42.2,89.7,4.4
16.7,23.1,46.9,31.9,44.9,96.8,4.4
16.5,23.7,47.8,33.1,45.2,90.3,4.4
16.4,22.1,45.9,31.8,46.9,90.7,4.4
14.9,22.3,45.8,34.2,45.5,91.7,4.4
16.4,22.7,44.7,31.0,45.4,90.0,4.4
16.6,21.9,46.7,31.6,45.5,94.8,4.4
17.1,24.0,47.7,34.8,47.2,92.9,4.4
14.8,22.8,46.2,33.1,47.5,88.0,4.4
15.8,22.1,43.7,31.4,47.0,85.7,4.4
17.2,23.2,44.5,34.4,42.6,89.5,4.4
16.7,22.5,44.8,33.2,45.9,98.3,4.4
16.4,23.2,48.4,31.1,43.7,95.4,4.4
16.8,21.8,45.0,28.7,47.9,91.4,4.4
17.6,22.4,45.2,32.9,50.1,94.3,4.4
15.6,22.0,45.9,31.0,44.4,85.1,4.4
15.8,20.6,45.3,32.4,46.1,91.2,4.4
17.3,23.3,45.9,30.7,46.3,94.0,4.4
17.3,22.4,44.3,31.4,43.9,86.8,4.4
17.4,22.2,42.7,31.0,43.6,91.4,4.4
15.7,22.8,46.2,31.9,45.0,90.6,4.4
15.9,24.0,47.0,32.2,46.2,90.0,4.4
17.3,21.0,46.4,33.4,47.8,92.9,4.4
15.7,23.0,46.4,31.9,48.7,94.1,4.4
16.1,22.9,45.0,32.9,43.3,92.4,4.4
15.4,22.5,45.0,31.3,47.7,88.1,4.4
15.3,24.6,46.8,30.9,45.6,86.8,4.4
17.3,22.5,47.6,31.1,46.2,93.0,4.4
16.7,21.7,46.5,29.1,43.2,91.8,4.4
17.2,21.6,44.5,31.3,44.8,94.4,4.4
17.4,22.9,46.7,31.6,45.3,89.3,4.4
17.2,23.5,45.5,30.3,47.7,82.8,4.4
16.7,25.8,48.1,34.1,45.2,91.5,4.4
15.5,23.4,46.3,33.3,43.5,91.7,4.4
16.5,21.7,46.2,30.5,45.5,88.7,4.4
16.5,23.3,44.5,33.3,45.3,90.1,4.4
16.4,23.2,46.8,32.6,48.0,93.0,4.4
17.3,21.1,46.7,33.3,41.3,86.6,4.4
16.5,24.7,45.2,31.7,43.4,92.3,4.4
17.1,23.2,46.2,34.4,46.1,89.3,4.4
17.1,22.4,46.0,32.6,44.2,88.8,4.4
17.6,22.7,45.8,32.6,45.9,87.0,4.4
16.9,23.3,48.2,34.3,47.8,97.4,4.5
18.0,22.4,45.4,35.0,47.0,91.8,4.5
14.8,23.0,45.4,31.0,48.0,95.6,4.5
15.5,23.9,45.6,37.7,46.2,93.8,4.5
17.0,24.4,47.0,32.5,48.7,91.0,4.5
17.5,23.0,47.5,34.6,49.0,100.3,4.5
16.0,19.5,46.7,32.3,48.9,92.1,4.5
17.5,21.5,47.7,32.7,49.5,96.3,4.5
16.5,22.1,47.3,36.8,48.8,97.5,4.5
15.6,23.2,46.9,31.4,46.5,89.8,4.5
16.0,21.9,45.1,33.7,47.6,89.5,4.5
14.3,22.3,44.5,34.5,45.6,93.3,4.5
16.2,24.3,46.9,33.8,45.4,95.4,4.5
15.4,19.6,48.2,30.9,44.8,95.3,4.5
16.8,21.9,46.4,34.7,48.3,93.3,4.5
17.6,22.6,45.4,32.3,50.3,90.4,4.5
16.7,21.7,46.2,33.9,48.8,99.2,4.5
17.1,23.3,47.9,36.4,50.0,97.9,4.5
15.5,21.5,45.0,33.0,44.6,95.3,4.5
15.1,20.7,44.9,37.4,47.6,96.2,4.5
17.1,22.0,48.2,35.8,48.0,96.9,4.5
14.5,21.8,43.5,32.7,50.1,96.5,4.5
16.7,22.1,43.9,35.4,47.3,88.4,4.5
15.9,21.1,44.2,36.2,47.5,94.2,4.5
14.3,21.3,47.0,35.6,46.4,95.2,4.5
16.1,23.1,45.7,34.2,50.8,99.2,4.5
16.5,24.0,47.0,36.7,49.6,95.6,4.5
15.8,24.3,48.4,36.0,42.9,96.5,4.5
16.4,25.1,46.1,33.7,50.4,100.5,4.5
16.4,24.0,46.2,33.3,49.0,94.1,4.5
17.2,23.3,48.3,31.1,48.0,93.0,4.5
17.1,24.6,45.1,35.0,49.5,93.1,4.5
16.6,23.3,47.5,36.3,46.2,92.6,4.5
14.8,21.7,45.0,32.2,48.2,93.1,4.5
16.7,21.4,47.1,34.4,49.6,90.7,4.5
15.8,22.3,42.8,32.7,45.2,97.5,4.5
14.8,23.8,45.1,35.1,48.9,95.1,4.5
17.1,23.2,46.7,33.0,51.9,93.0,4.5
16.3,24.1,44.2,34.1,48.1,95.9,4.5
17.5,22.5,43.3,35.2,49.0,97.2,4.5
15.1,22.1,45.2,33.5,45.3,92.9,4.5
16.9,22.4,46.0,30.1,48.7,101.8,4.5
15.5,24.3,43.9,33.0,47.5,95.0,4.5
16.7,22.2,45.8,34.7,47.1,100.8,4.5
14.6,21.7,46.3,33.7,45.0,92.8,4.5
16.9,22.4,45.2,34.1,43.3,94.7,4.5
16.5,24.9,45.0,33.0,46.2,93.2,4.5
17.4,20.2,45.3,33.2,47.2,93.1,4.5
16.8,23.5,46.4,34.9,46.7,92.7,4.5
17.1,24.1,42.2,32.4,48.2,93.9,4.5
15.9,23.3,46.1,35.2,45.8,106.3,4.6
17.3,24.5,46.2,33.9,47.4,103.7,4.6
15.3,22.7,44.9,35.5,48.7,98.1,4.6
18.0,22.6,47.3,35.7,49.6,99.8,4.6
16.0,22.8,44.2,38.1,51.9,102.4,4.6
17.4,21.4,48.6,35.8,49.8,99.0,4.6
16.8,24.1,46.3,36.4,49.1,98.5,4.6
16.0,22.6,48.3,35.3,49.3,104.3,4.6
16.1,24.1,45.1,35.3,51.5,96.2,4.6
15.9,22.7,46.2,34.8,49.8,96.0,4.6
16.4,23.3,48.4,37.0,52.3,96.4,4.6
17.0,21.7,46.4,36.1,49.8,101.0,4.6
16.1,20.3,46.2,37.3,48.8,99.4,4.6
15.5,23.4,49.1,35.5,48.2,95.5,4.6
15.7,22.0,45.4,37.1,46.6,101.5,4.6
16.3,23.1,47.0,36.1,51.2,98.7,4.6
15.3,22.5,45.8,36.8,46.7,99.0,4.6
14.2,22.5,45.5,35.0,47.7,94.5,4.6
17.8,24.2,43.2,34.1,51.9,96.4,4.6
14.9,23.4,49.2,35.2,48.5,90.2,4.6
18.0,24.7,45.2,36.4,49.9,98.9,4.6
16.3,22.8,43.4,32.1,45.1,102.9,4.6
15.9,21.6,45.0,33.9,48.7,99.6,4.6
15.4,19.6,45.3,36.9,49.7,100.8,4.6
17.0,25.3,47.0,33.8,50.0,108.8,4.6
18.2,22.0,46.5,34.1,50.0,104.3,4.6
16.4,21.9,46.7,32.9,50.9,103.6,4.6
16.2,23.6,47.2,35.7,49.4,99.5,4.6
17.1,22.7,45.2,33.6,47.2,98.2,4.6
16.7,22.3,46.5,35.5,48.6,101.6,4.6
16.3,23.0,45.1,37.0,48.1,100.2,4.6
15.0,21.3,44.4,35.2,51.5,96.2,4.6
17.0,23.0,45.5,36.0,46.4,98.1,4.6
16.1,24.8,47.3,35.4,49.5,98.3,4.6
15.0,21.8,49.0,38.8,48.3,98.7,4.6
15.3,22.3,46.0,34.3,53.1,95.2,4.6
16.2,22.3,44.8,36.5,50.2,97.7,4.6
18.0,22.3,45.0,33.7,51.3,93.5,4.6
16.8,23.7,43.6,36.2,52.2,102.3,4.6
16.0,23.4,46.9,34.3,47.4,102.7,4.6
15.6,22.7,45.0,33.8,48.1,102.9,4.6
15.4,22.9,44.9,34.6,49.2,96.6,4.6
17.3,24.1,45.0,33.9,47.4,98.7,4.6
15.6,21.7,45.0,38.3,47.2,102.2,4.6
15.4,21.6,44.8,35.0,50.4,101.0,4.6
16.6,24.9,45.4,34.9,48.8,96.1,4.6
17.0,21.9,48.9,34.4,50.4,97.3,4.6
15.8,24.0,44.2,35.6,48.0,97.2,4.6
16.1,21.1,45.5,34.1,48.1,98.9,4.6
17.3,22.5,46.5,34.9,48.0,101.0,4.6
15.9,21.9,49.5,33.3,50.4,105.8,4.7
14.1,21.8,45.4,39.2,52.1,106.2,4.7
16.7,23.1,48.5,36.2,50.2,95.2,4.7
16.0,23.5,45.2,35.3,49.5,94.8,4.7
15.0,22.9,43.2,39.7,50.7,103.3,4.7
15.3,22.8,47.0,37.5,52.7,106.9,4.7
16.7,22.4,45.3,37.2,49.5,95.7,4.7
14.4,21.5,49.7,37.7,51.1,98.9,4.7
16.1,23.8,45.4,37.6,51.6,102.3,4.7
17.1,23.8,45.3,37.4,50.5,108.6,4.7
18.0,21.6,46.4,38.1,50.6,103.2,4.7
18.4,21.3,48.3,37.2,52.2,101.5,4.7
15.5,24.1,43.3,38.3,55.0,98.1,4.7
17.9,22.4,45.2,34.1,50.2,103.4,4.7
16.2,20.6,44.8,37.0,52.1,104.2,4.7
17.5,21.5,45.8,38.6,51.6,101.9,4.7
16.1,21.2,46.4,36.7,50.3,103.1,4.7
16.1,21.4,45.9,34.5,51.5,107.0,4.7
18.0,23.8,45.9,35.3,52.4,102.4,4.7
16.0,23.4,48.3,37.6,50.4,102.9,4.7
16.9,21.5,48.7,37.7,53.1,105.6,4.7
16.9,23.1,45.8,39.2,50.7,101.7,4.7
17.1,22.9,45.7,34.6,51.8,104.5,4.7
16.2,20.8,45.9,38.0,51.3,101.4,4.7
16.1,23.1,47.3,37.5,51.9,107.4,4.7
17.2,24.5,45.6,40.0,51.5,99.7,4.7
16.5,21.9,46.0,37.8,53.7,105.9,4.7
16.0,23.1,47.4,37.2,53.0,103.8,4.7
17.3,21.2,43.0,37.1,49.5,102.3,4.7
15.3,23.3,46.5,38.8,52.2,104.6,4.7
15.9,22.2,43.1,34.1,54.1,103.3,4.7
17.6,21.2,45.2,37.4,51.7,102.2,4.7
16.8,22.2,44.8,35.2,50.6,103.0,4.7
15.6,24.1,44.0,39.0,56.0,103.3,4.7
16.1,21.7,46.1,36.0,49.8,99.3,4.7
16.1,23.4,45.9,36.5,50.0,101.7,4.7
17.7,21.5,45.4,37.7,52.4,104.5,4.7
16.1,22.7,42.2,39.2,50.7,94.4,4.7
16.1,21.3,44.5,38.5,49.8,103.8,4.7
15.8,21.7,47.9,35.1,53.4,102.4,4.7
16.6,21.4,45.8,38.7,53.6,104.3,4.7
15.6,23.8,47.5,35.5,47.6,106.0,4.7
18.2,22.6,46.6,37.3,52.4,101.0,4.7
16.6,21.8,44.0,35.5,49.3,104.3,4.7
16.0,24.0,44.4,34.6,53.6,101.0,4.7
18.3,23.3,47.3,35.4,49.7,107.7,4.7
17.2,22.5,45.7,35.6,55.1,103.6,4.7
16.6,21.7,45.3,39.0,52.3,107.2,4.7
17.5,22.0,46.3,36.7,50.0,99.5,4.7
15.2,22.9,46.5,37.0,50.0,107.2,4.7
17.1,21.9,47.2,37.9,50.6,109.3,4.8
17.5,22.9,45.3,38.5,50.6,104.1,4.8
15.5,20.9,47.8,36.7,52.1,105.3,4.8
15.4,22.3,45.6,39.4,50.6,107.1,4.8
15.5,21.8,47.7,37.3,57.2,105.4,4.8
16.6,22.8,49.3,35.5,51.6,111.0,4.8
15.2,23.8,47.0,38.3,51.7,105.8,4.8
15.4,22.5,44.8,39.6,55.6,105.4,4.8
16.5,22.5,47.3,38.2,55.4,106.2,4.8
17.3,23.0,45.2,36.9,48.8,108.1,4.8
16.2,24.4,44.7,36.2,54.1,107.1,4.8
16.2,23.6,45.6,40.6,53.2,101.2,4.8
16.8,23.4,44.5,35.7,52.8,104.1,4.8
15.3,21.4,46.7,36.9,54.7,104.1,4.8
17.9,21.6,43.2,38.4,51.8,106.7,4.8
17.0,23.4,42.8,38.6,52.9,104.5,4.8
17.0,23.8,46.2,37.0,57.8,108.4,4.8
16.0,22.8,45.2,39.1,54.6,108.3,4.8
16.1,21.6,45.4,38.0,50.8,104.3,4.8
15.9,23.9,47.5,37.7,54.0,109.5,4.8
17.5,23.8,48.1,38.7,53.5,107.6,4.8
15.7,22.3,46.2,38.0,54.3,110.7,4.8
14.8,22.8,44.8,39.3,55.0,106.0,4.8
17.7,22.6,46.4,35.7,50.6,107.7,4.8
16.3,23.2,45.4,39.7,50.1,108.2,4.8
17.2,22.1,44.1,36.7,53.4,111.6,4.8
16.0,23.9,43.7,35.4,55.8,103.8,4.8
16.1,21.9,46.8,40.2,52.6,103.2,4.8
15.0,22.8,44.3,37.0,49.3,106.0,4.8
16.6,23.3,44.4,37.2,53.5,106.0,4.8
16.0,21.6,46.6,37.8,46.5,107.4,4.8
16.5,21.3,45.1,39.7,52.2,103.8,4.8
14.5,22.8,47.4,39.8,53.3,101.0,4.8
18.2,22.9,46.9,35.5,54.1,110.7,4.8
15.4,22.3,48.4,34.7,57.4,105.0,4.8
16.4,21.6,48.3,41.3,53.4,109.7,4.8
17.0,24.4,49.5,37.0,56.2,110.6,4.8
18.6,22.2,47.8,37.7,51.5,101.1,4.8
15.1,22.4,45.3,36.8,56.2,104.6,4.8
16.0,21.9,45.3,38.8,53.1,108.6,4.8
15.8,22.7,48.9,41.0,53.6,100.7,4.8
16.3,23.8,44.4,39.5,51.3,113.9,4.8
18.4,22.8,44.7,34.3,50.3,96.9,4.8
17.5,22.3,44.8,38.6,53.5,108.5,4.8
18.5,22.2,44.8,39.2,54.8,107.0,4.8
15.5,22.2,49.0,38.6,51.8,108.2,4.8
15.3,21.9,47.0,37.3,51.6,110.2,4.8
16.9,22.1,45.2,39.3,55.6,104.4,4.8
16.5,21.5,47.6,39.7,52.1,107.5,4.8
15.6,23.7,44.0,38.8,49.2,107.5,4.8
17.1,21.1,48.6,38.8,55.8,110.7,4.9
16.3,21.3,45.3,40.2,57.8,113.2,4.9
13.5,22.4,45.7,41.8,57.9,108.7,4.9
17.3,23.0,43.4,39.0,56.2,113.2,4.9
16.7,23.0,46.8,38.9,59.7,111.7,4.9
17.6,22.6,43.7,35.8,54.6,110.4,4.9
15.5,23.1,48.0,40.0,53.5,106.9,4.9
16.4,23.3,42.5,40.1,56.4,111.9,4.9
16.2,22.6,43.9,39.5,53.0,114.0,4.9
15.5,21.8,46.5,40.9,56.4,112.2,4.9
15.8,24.4,46.8,38.3,56.0,104.0,4.9
15.5,22.2,47.4,39.6,59.1,103.5,4.9
15.9,23.8,44.6,40.7,53.4,113.5,4.9
15.8,22.6,46.9,39.2,54.1,113.7,4.9
15.9,22.2,46.2,40.2,56.9,111.2,4.9
14.8,23.3,46.4,39.8,54.8,110.6,4.9
16.0,22.4,47.2,40.9,55.1,105.3,4.9
15.7,22.7,45.2,36.3,55.2,112.1,4.9
17.0,21.9,44.8,38.3,54.3,108.4,4.9
15.6,22.8,46.6,42.0,57.0,104.9,4.9
16.8,23.9,46.8,37.1,57.4,113.0,4.9
15.5,23.2,45.1,40.0,58.2,113.8,4.9
16.2,22.9,45.5,40.1,56.1,106.4,4.9
16.6,24.0,46.8,39.8,56.7,110.4,4.9
16.7,23.9,46.2,39.7,53.2,112.5,4.9
15.8,23.0,46.3,36.7,51.7,112.7,4.9
16.3,22.0,45.6,39.1,54.9,107.9,4.9
16.2,23.6,48.4,38.9,54.7,113.3,4.9
17.2,22.7,47.6,40.7,56.2,111.5,4.9
16.4,22.5,45.4,40.3,54.4,113.2,4.9
16.7,23.2,48.0,39.6,57.1,113.2,4.9
15.8,21.9,43.4,39.2,52.9,114.4,4.9
16.9,23.3,45.2,40.2,51.9,108.3,4.9
16.6,22.1,45.8,39.2,53.4,108.9,4.9
17.1,23.9,44.9,37.2,57.4,112.1,4.9
16.2,23.6,44.3,38.8,51.3,119.9,4.9
15.3,22.5,42.8,40.9,58.8,110.3,4.9
16.1,23.1,47.0,39.3,56.7,110.4,4.9
